,label,text,osp
3469,anger,I was really angry when the President general of UNZASU was arrested by policemen.,2
3470,shame,"On one occasion whilst engaging in horseplay with my girlfriend, I caused her to be physically harmed.",1
3471,disgust,The emotion came to me when a certain girl who was not polite to her mother hit her sister severely.,2
3472,disgust,"I feel disgusted at my cousin, who is bad-mannered, does not know how to behave and talk to others, he does not respect elders and lies all the time.",1
3473,shame,I was running in front of a crowd when I slipped and fell on a wet lawn.,2
3474,shame,When I got a bad result for one of my assignments.,1
3475,joy,"When my daughter gave her solo dance performance in Poona and there was a big applause, I was overjoyed.",0
3476,shame,In 1972 I failed my Examination because of my own crooky behaviour of dodging from Examinations.,1
3477,sadness,"A very close friend from Victoria visited me over the holidays. Having enjoyed his company immensely over 10 short days, I was overwhelmed by sadness when he left to return to Victoria.",2
3478,joy,At my sister's wedding.,2
3479,shame,I felt ashamed when I had not attended a class and the teacher asked me the reason for my absence. ,1
3480,anger,In arguments with a close friend or relative where my point of view is completely disregarded.,0
3481,sadness,"When I was a child I had a grass-parakeet I liked very much. His legs were crippled so that he could not move very fast. Once I came into the room, did not notice him and stepped on him. A few days later he died.",2
3482,joy,"When I finished my exams after 12th Grade, I was worried about getting a T.E. Score high enough for Physiotherapy. When I found that I had been accepted I was ecstatic, or more appropriately, could jump for joy.",0
3483,disgust,Can't remember any episode of disgust.,0
3484,sadness,One day I came across a certain boy who was intruding my friendship as lovers with my girlfriend and I was very sad because I didn't expect that girl to disappoint me I regarded her as being very faithful.,2
3485,joy,"When I was complimented and called ""delightful"".",0
3486,sadness,"I felt very sad when my boyfriend wanted to break our relationship. Our relationship lasted two years, we shared everything and all this was finished.",1
3487,sadness,When my best friend promised to come at my house and I had to prepare so many expensive things for her but only to learn at last that she would not turn up.,0
3488,sadness,"After having left the company of someone who gave me a lot of support and made me laugh, found myself alone for days on end.",2
3489,shame,Close friend discovered I had deceived them. Felt shame at having done it and knowing that they knew.,1
3490,disgust,"Some time ago a man tried to teach me something. ""Tried"" because it is very difficult to teach somebody when you yourself are not competent and cultured.",0
3491,sadness,When my father died.,1
3492,disgust,One day I was walking with my boyfriend. We met my ex-boyfriend and out of jealousy he started calling me names.,2
3493,fear,I was bitten by a dog.,1
3494,joy,When I saw that I had passed an exam.  It was the last chance and there was a lot at stake.,2
3495,disgust,"A friend had a quarrel with the mother of her boyfriend because she and her friend decided to go and live together. She needed money for removal, then she made a great effort to reconcile.",0
3496,disgust,When I was told that the brother who was staying with me would not go to the training school that year but only the year after.,2
3497,joy,"Spending the nitht with close friends, after being away (out of Nijmegen) for a while.",0
3498,anger,"A friend visited and made comments that my house/garden were not as neat/tidy as in the past. I'd not seen her a year - She implied I'd gone to the pack (I'd only been working full time, and taking 3 University exams part time).",1
3499,guilt,"When I was fighting with my elder brother I unintentionally hurt   him in the eye with a wooden bar.  I felt guilty and feared that he would be blind, fortunately he recovered after 15 days.",2
3500,sadness,I was all of the sudden sad when I heard that my cousin who usually paid school fees had passed away after a very short illness.,1
3501,fear,"When I was at home alone, I felt a super-natural force, dangerous for me and the people close to me.",1
3502,fear,Before an oral examination - which I did not take eventually.,1
3503,shame,When I proposed love to a girl and she turned me down.,0
3504,anger,"When playing a football match, there was one player who made mean tackels, kicked at everything and did things having nothing to do with football.",2
3505,guilt,"I had been guilty of gossiping and blaming others, and one of my superiors at the workplace made a formal reprimand.",1
3506,guilt,After days or weekends where I did not accomplish the amount of sudying that I wanted to because of more pleasant activities which come up.,2
3507,shame,When ditched - divorced by husband.,2
3508,joy,When I read the newspaper that morning I found my candidature number on the admission list of the Chinese university.  I was satisfied and happy and the cumulative anxiety disappeared.  I only wanted to cry out that I had succeeded.,2
3509,fear,"One night I had a feeling that somebody was stealing my car, but I was too frightened to go and see.",1
3510,guilt,"When I am not able to fulfill any request of my son - can't take him out to ride his byke, because I am tired.",2
3511,disgust,Saw people spitting in public.,1
3512,disgust,"When walking along the beach with my boyfriend, we saw 2 people having sex on the sand dunes in full view of everyone. It was the fact that they chose that area in which to have sex, that disgusted me.",1
3513,shame,In class I had to say something aloud and people reacted  by laughing.,2
3514,fear,I had fear of my father (parents) when I first became pregnant. I was afraid of delivery itself and whether I would give birth to a stiiborn or a baby.,1
3515,shame,When a friend told me a story and I stayed dumb because I had no story to tell.,2
3516,shame,When I was in the canteen of the United college I mistook a stranger for a classmate as I was not wearing my glasses.  I realized that I had made this mistake when I saw him again carefully.,1
3517,shame,I had misbehaved at a party and did not wish to meet the person in question later.,1
3518,fear,When a good friend of mine behaved in a very cool manner to me for a very long time.,0
3519,anger,"I was accused of a misdemeanour, unjustly.",0
3520,joy,"I had a picnic with old classmates, we chatted and played games.",0
3521,anger,"A few days back a friend of mine poked me in the ribs for fun's sake, though I had warned him an infinite number of times that it really hurts me, he did it again.  I usually ignore this but this time I flared up for a split second and threatened to bash him up.  This is the latest incident when I lost my temper, though I felt very bad about it later.",1
3522,sadness,"My friend has to go on field trips, he just told me.",2
3523,anger,"I was angry when my sister began to talk nonsense and to laugh at the way I swept the room.  My anger grew (I tried to control myself).  After telling her to leave me alone, I vented my anger on her as she did not obey me.",1
3524,sadness,I found a baby opposum on the road and took it home and cared for it for a week. It had to be force-fed and carried in a fur pouch under my jersey. My father had the vet put it to sleep as he said they carried diseases.,2
3525,joy,Being chosen to do this experiment.,2
3526,anger,Found out that someone I knew well has been misunderstanding me for 2 years.,2
3527,shame,When I lied to my best friend about a boy she really liked but he didn't like her. I told her he did and she bugged him for a long time embarrassing herself.,0
3528,joy,My current lover and I had been very busy with work and study and had not had time alone together for almost a month until one afternoon recently when we made love for hours and then showered and ate together.,2
3529,guilt,I lied to my mother in the sixth form she said she would ring to find out and I had to tell her I had lied.,2
3530,anger,Whenever my father smokes the smell makes me feel very uncomfortable.  He never listens to my complaints and I curse him furiously in my mind.  I cannot solve this problem by violence because of traditional moral values.  ,1
3531,guilt,"When I broke off with my boyfriend after three years.  It was quite unexpected for him and there was no particular reason for the break up, such as someone else.",2
3532,disgust,We had gone to our native village and I went to visit a tribal group which believes in Goddess Kali.  As it was a festival day they had to offer a hen to the Goddess so they cut the head off a hen right in front of my eyes.  I felt disgusted and evenb gave up eating meat after this incident.,2
3533,shame,"We were at a party, this guy I liked and me.  I really loved him and gathered enough courage to ask him to kiss me.  He did not do it but instead asked me what I would like for my birthday.  I told him that I would like a kiss more than anything else but he excused himself and said that it was impossible.  I really felt embarassed.",0
3534,joy,"I did a solo flight from Ardmore to Kaikohe before I got my pilot licence. I can remember it was gorgeous day and I was on a natural high, cruising up the coast with my maps and compasses and gear. Other pilots had seen me off and wished me good luck and it was a real adventure.",0
3535,guilt,"One day, I was alone on duty when a patient choked while eating.  I ran to her and tried to make her breath, but it was too late.",0
3536,sadness,"My grandfather died. He lived almost as a recluse not caring for himself as well as he should - Dad and we all helped as much as we could, but it didn't save him from himself. It was an unexpected death. His second de facto wife was lucky she wasn't jailed.",2
3537,sadness,"I suffer form a disease of my muscles. However, I cannot talk about it and my feelings, the consequence with my parents. They try to repress it.",1
3538,shame,When I was a child I played my mother a nasty trick to make her feel hurt.,1
3539,shame,When I went to see the doctor and had to take my clothes off so that he could examine me.,2
3540,fear,"I'm afraid of driving on the special seat of a mororcycle, mainly with certain colleagues who by exces of self-confidence drive beyond limits or measure in the traffic and the main victim is always the person who sits behind the driver.",1
3541,shame,Haven't felt shame for ages.,1
3542,sadness,"Alone I am coming back home in the night after the serial ""explanation"".",2
3543,disgust,My girlfriend came home after a business dinner at the most expensive place in town drunk as a skunk. Whats more she drove home and couldn't remember doing so. I was disgusted by her state and her actions.,0
3544,sadness,When my brother died.,1
3545,joy,When I can see my parents because now I am far from them.,2
3546,anger,I was in the library of medical psychology and walked into the wrong direction. A man who came out of a room threated me very denigrating and I became very angry in a resisting manner.,2
3547,shame,Not being able to have a party at home with friends.,1
3548,guilt,"While trying to get my little brother over a ditch, he fell on his head and started crying.  I was scared of having caused him permanent injury.",1
3549,guilt,I'm allergic to most foods - eating something that I'm allergic to caused guilt.,1
3550,shame,"I had something wrong, saying wrong things and being impolite to someone, and this had embarrassed the this person.  And I still meet the person.",1
3551,joy,Always when I am well succeded.,0
3552,guilt,When I promised to visit my boyfriend and I didn't fulfil the promise.,2
3553,joy,"After I had made my debut at Ullevi against IFK, Gottenburg and got a good write up in the paper.",0
3554,joy,When I heard the examination results and when I recovered after having been sick for a week.,1
3555,disgust,"When I was watching some scenes from the Bertoluchi's film ""Twentieth Century"".",2
3556,fear,Someone frightened me in the dark.,2
3557,disgust,When my mother's new husband treated her and my brothers and sisters badly.,1
3558,disgust,I saw a magazine with photographs of dead and maimed people whose limbs were separated from their body like a head on one side and the leg on the other.,1
3559,fear,When my B.A results had not come.,1
3560,sadness,I remember that when my mother died the day was sad and every time I think of it I am saddened by the loss of my mother.,1
3561,sadness,The day my teacher of Latin and French died.,2
3562,joy,"When last year in college I received the award ""Best Student of the Year"",   I felt very happy as I got what I had wanted and my wish had been fulfilled.",0
3563,anger,"I've a situation of responsibility an employee who had a habit of being late, came late again after promising to say he would be at work in a few minutes, then arrived 3 hours later. He had been drinking.",2
3564,anger,"I told my boy friend not to park in a certain place because the car would ger towed away - he didn't listen and it was towed away. At that stage, our finances were below the poverty line & it cost us $10.00 - all the money we had to get us through that week (including rent).",1
3565,shame,After having failed my driving test.,1
3566,disgust,A student who lives in the same house where I live is an alcoholic. He tries to manipulate other people with his money when he has drunk too much.,1
3567,fear,Risk of being involved in a fight after a party.,1
3568,joy,"When I passsed the M.S.C board exams with first class, which I had not expected.",1
3569,joy,"When I saw my brother in Church, and publically accept Jesus Christ as his saviour and Lord.",2
3570,shame,"In the last day of carnaval I met a boy and began to flirt with him. I was in love with him. When he introduced me to his friends I died of shame because I was with them before, I met my boyfriend in carnaval.",2
3571,shame,When I failed the twelveth standard exams I was ashamed at having to see my parents later.,1
3572,shame,When my friend and I were discussing the good looks of a guy we realized that he had been listening.,0
3573,joy,"When I passed the last exam, which I had doudts about.",2
3574,fear,"When abroad, while driving a car along a dark, winding road.",1
3575,anger,"In the student's union there was someone who took the photocopies of two large volumes.  I asked him to let me take a few, he refused it for an acceptable reason. ",0
3576,sadness,My cut was run over by a car. After searching for a long time I found her lying in a kerb. I was rather shocked and angry with the driver.,2
3577,disgust,The same as in SHAME.,1
3578,guilt,I had promised to send something to a friend and it completely slipped my mind.  I felt guilty for having forgotten.,0
3579,shame,"My first real experience with a boy. We were alone. I was quite young and pretty naive and he was pretty crude and real, sort of, macho. It was dark, at night during the summer and we were talking.",1
3580,joy,I was very happy when I passed the B.A with first class marks.,0
3581,fear,I was alone in my room at the boarding house when at 12 o'clock someone knocked violently on the door.,2
3582,fear,"I thought that I would be scolded for a comment I had made, which I should not have made.",1
3583,disgust,"I read a book about the situation in South-Africa, about the terrible violations of human rights. I was disgusted with the white population.",1
3584,joy,China winning the Asian Olympic games (TV).,0
3585,shame,My elder brother and I have not always had a good relationship and I feel ashamed of myself as I do not call him to talk to him nowadays.,1
3586,sadness,The disease and subsequent death of a close acquaintance. Sadness was accompanied with feelings of powerlessness (I also experienced sadness in the situation described under guilt).,1
3587,disgust,Finding out my grades at the end of my Sophomore year.,2
3588,anger,"At a cash desk where I had gone to buy 16 rolls of kitchen paper at a reduced price.  After queuing with screaming children; it turned out that I had taken two 8 roll packets instead of the one 16 roll packet to which the rebate applied.  The assistant said ""You will have to get it another time.""",2
3589,disgust,I felt disgusted when my appointment to meet the E.N.T. specialist had been turned down. The specialist came from U.K. and went the same day and we do not have one.,1
3590,shame,When I arrived late at the job and met the most troublesome boss.,1
3591,sadness,"Last year, when I took the college entrance examinations I failed the FUVEST. It was for me the most frustrating situation because I had studied all year long, and only thought about this.",2
3592,sadness,"When I applied for the college entrance examination to FUVEST, and I wasn't approved in the second fase.",2
3593,disgust,Can't describe any disgust situation.,2
3594,joy,"When, to my surprise, I got to know about having got ""very good"" high school graduation marks.",0
3595,shame,During a lecture six students (including me) were asked to leave the class as we had not prepared for the lesson.  I felt ashamed and angry.,1
3596,shame,During the oral part of my final examination I made a mistake in speaking so that all the teachers laughed at me.,1
3597,guilt,In September 1984 I got two girls pregnant and the families of both the girls confronted me .  The fact was that my parents were around and I felt guilty answering some of the questions.,2
3598,joy,I got to know that I had been accepted at university.,0
3599,anger,Heated discussion with spouse concerning new house.,0
3600,anger,I went out dancing and found my boyfriend kissing another girl.,2
3601,shame,"The mother of a small child found me shaking the child in exasperation, because I couldn't get it to sleep.",1
3602,anger,When I was mistreated by my step-mother.,1
3603,shame,When my mother found out that I smoke maryhuana.,2
3604,disgust,"When I dined with my new friends, one of them kept reminding us that he was superior.",0
3605,shame,I was walking outside the union refec after rain when I tripped and fell.,2
3606,sadness,"My friend got married and went abroad, this made me feel sad and lonely.",1
3607,fear,I was looking after my father's sheen in the forest. One day while playing with friends from neighbouring villages the flock escaped me and went into a far place. It became dark and I was afraid of father. I went home and hid myself.,2
3608,disgust,"Several weeks ago, I had problems with friends, I felt disgusted by a friend.",1
3609,shame,Not collecting homeworks in time to give the teacher.,1
3610,joy,I got an A in anatomy - the first one I have ever gotten in a science class here.,0
3611,sadness,"At my grandfather's funeral.  I remembered that the thing he liked and respected most was earth, I thought that he had attained what he wanted and was not separated from it any longer.",2
3612,sadness,I met again a very good friend after a year and realized that there had grown a certain distance between us.,0
3613,shame,Immediately after the New Year holidays I happened to visit a party where there was a lot of alcohol and I became drunk. On the next day I felt sort of ashamed when I remembered what I had said and done on the night before.,1
3614,joy,China winning the Asian Olympic.,0
3615,guilt,I forgot to lock the outside door at my Land Lady's place.,2
3616,fear,Vertigo - standing on a ladder and painting the house.,1
3617,anger,"At my Summer job, nobody looked after me in particular and I had to learn all on my own.",2
3618,fear,When a thunder belt hit the roof top of the building I was in.,2
3619,joy,"When I got a stereo walkman from my father when he had finacial difficulties. I thought that although he promised to give me that present, he was not obliged to do so.",1
3620,shame,When unjustified hurting other people.,1
3621,fear,I was going to knock down a pedestrian with my car.,1
3622,joy,Seeing relations from overseas after a few years.,2
3623,disgust,A child told me she had been sexually abused by her step-father. I only knew the child and had not come into contact with either parent. I tried to do what was best for the child. The event and the stepfather disgusted me.,2
3624,sadness,When a friend left me and went back home for good.,0
3625,joy,Finding out that the person I love understands me.,0
3626,disgust,Girls dressed like foreigners in the university.,1
3627,shame,I am ashamed at myself sometimes when I am working with handicapped people and don't wish to be seen in public with them.,1
3628,disgust,When junior doctors returned to work after bunking them.,1
3629,joy,When I won a trip to Greece in a competition.,0
3630,joy,Talking to a close friend.,0
3631,anger,"While playing indoor-hockey, there always is an older man who frequently and intentionally plays the ball out of the field. In my opinion this is very childish, because we play for fun only.",2
3632,joy,When some friends of mine asked me to go camping with them for a fortnight.,0
3633,joy,"The final marks were to be given in the morning.  I wanted to get there late because I was very afraid.  When I arrived there, everybody was very happy and I had also passed.  We had a wonderful time all day long.",0
3634,anger,"When, late at night, I discovered that they had stolen my bike.",1
3635,disgust,"My dog had been run over and died near the house.  We had to pick him up, cold and glassy eyed, to get rid of the corpse.",1
3636,anger,"I gave tutorial to a student and I found that he was lazy, he did not pay attention to what I taught.  He did some easy questions wrong deliberately.",1
3637,fear,I was at home alone and my mother had asked me to heat the house. I put too much fuel into the stove. It began to glow and there was a noise in the whole house as if it was going to explode.,2
3638,shame,"As a small boy, I took a coin from an empty taxi cab.  My mother saw it and told the driver about it.  I even knew the driver.",2
3639,guilt,I did not deliver a message on time.,1
3640,sadness,When my team lost a championship.,1
3641,guilt,"I had parked in a corner, and when I was going out I didn't watch if another car was coming and went out. The car that was coming was obliged to stop suddenly. It didn't crash but for a little.",2
3642,shame,Telling friends about how my parents had been treating my brothers and sisters unfairly.,0
3643,sadness,When I received a letter telling me that my mother was very ill.,1
3644,anger,Being told that I am a stupid person.,1
3645,sadness,The death of Jaya Prakash Narayan caused a great deal of sadness as I believed that he was the only true democrat and a ray of hope on the Indian horizon.,2
3646,guilt,Yesterday my boyfriend and I wanted to play billiards. However there were boys playing (5 times). My boyfriend then is fed up and chagrined. In such case I think it is my fault.,1
3647,anger,When our government decided to withdraw student allowances as it was one of the conditions imposed by the IMF. ,2
3648,anger,Somebody wanted to beat my brother at a wedding ceremony and I was trying to protect my brother but the other man was calling names to both of us.,1
3649,anger,Once a friend had pushed me and I had fallen on to a window which then broke.  I was taken to tthe principal's office and he accused me of having broken the window.,2
3650,joy,After intercourse.,2
3651,disgust,Can't remember having had this feeling.,2
3652,disgust,"While walking on the street with a good friend of mine, we met an acquaintance of hers.  My friend started showing off and telling false stories about herself and praising herself.",0
3653,disgust,"When I was getting up, I found a live cockroach in my bedroom.",0
3654,shame,"Exaggerating certain circumstances, wrong attitude and evaluation of these circumstances.",2
3655,disgust,Each time I am confronted with reports about repression and torture.,1
3656,sadness,When my uncle died whom I had loved very much. I was very sad and I felt totally helpless.,2
3657,guilt,When I do or say something inappropriate which hurts people close to me.,1
3658,shame,One day in the TYBA class the teacher asked me a very simple question which I could not answer.  Finally the teacher himself gave us the answer and my friends started laughing at me as I had not been able to answer a simple question.  I knew the answer but feared that my response may be wrong.  All this made me feel ashamed of myself. ,1
3659,fear,If a close relative's life is in danger.,1
3660,disgust,The behaviour of a fellow towards me and some others in the army was really mean.  I detested this.,1
3661,shame,When I blurted out an answer in class without having been asked to do so.  The teacher told me that it was bad manners to do so.,2
3662,shame,"I tried to pass an examination particularly well, but I did it worse than ever. I felt ashamed.",1
3663,sadness,I was selected to do a rest for a foreign ballet but I did not have the money to do it.,1
3664,disgust,When I went to the clinic for a medical check-up and saw the way the lecturer was conducting the lecture and the kind of responses he got from the patients.,2
3665,shame,Once a female classmate told me that the clothes I wore seemed to be a child's clothes.  On hearing this I felt a little ashamed and I criticized her clothes though there was nothing wrong with them.,1
3666,anger,When I lost my driving license because I had been driving while under the influence of alcool.,1
3667,guilt,I did not do my homework and went to see a film.,1
3668,fear,"My father was away from home and he did not come back when he was expected, he came back several hours later than expected.",1
3669,guilt,A good friend of mine who is at the moment in a foreign country. I didn't write her for several months and now I feel guilty.,2
3670,sadness,When my beloved uncle was shot dead by relatives.,1
3671,shame,In a play (secret friend) during the time of the high school I had to give a present to a boy and I was very ridiculous because of this.,0
3672,disgust,"When an acquaintance of mine told me about the way his parents treated their sons in an unequal manner.  The most successful of them got continuous encouragement, and the youngest was not encouraged and was rejected.",2
3673,anger,"When a friend told me that my education had nothing to do with our discussion.  This friend has failed the 7th grade, what made me angry was that I had not used my education to argue.",1
3674,guilt,I felt guilty because I stole some sweets from my father's grocery. When he asked me who stole the sweets I told him it was my brother who stole the sweets and he was scolded.,1
3675,disgust,I felt disgusted at my teams poor perfomance prior to league play.,1
3676,guilt,I feel guilty when when I realize that I consider material things more important than caring for my relatives.  I feel very self-centered.,0
3677,shame,Recently I saw a young girl fawning on a man. And what for - money and things. I was ashamed to be a woman.,2
3678,fear,When we forced a friend to chew a poisonous herb in primary school.  His tongue was swollen and he told his mother about it.  The mother reported it to the headmaster who threatened to expel us.,1
3679,joy,When I was selected at TISS X.,2
3680,shame,"I felt ashamed to be Brazilian and to live under a military dictatorship that despoiled the people, when during my military service.",1
3681,guilt,"While having an argument with my daughter, I got angry and over-excited and said angry words.",1
3682,disgust,Saw my class leader acting like a God when he chose people to go to your English lectures.,2
3683,sadness,The death of my twin sister - suicide.,1
3684,anger,"Some classmates said I did not do enough social work. Therefore I was not elected as a ""Tree Good"" student.",1
3685,disgust,"When my friend, after a beer spree vomitted in my sitting room.",0
3686,shame,"At primary school, when I vomited in front of others in the middle  of a lesson.",2
3687,sadness,My brother wanted me to buy a flute with him but I didn't accept afterwards I regretted it because he became sad.,1
3688,joy,When my brother was born.,2
3689,anger,My mother treated me unjustly as if I was a little child. I said mean things. I was unable to defend myself adequately.,1
3690,sadness,When I deeply felt that I could lose the person I love best because of my foolishness.,0
3691,anger,"When I was concentrating on my work, my friend disturbed me continously.  I asked him to stop but in vain.",2
3692,guilt,I broke the gutar of a colleague but as it happened in a moment when nobody was present I could escape from the guilt.,1
3693,guilt,I felt guilty after I battered to death a classmate of mine.,1
3694,shame,"When I realized that my bathing suit was spotted, I had became menstruated.",2
3695,sadness,"When I was younger I was very good in apparatus gymnastics. I always won in competitions, but once I was only at the fourth place.",0
3696,fear,Fear of thief.,1
3697,shame,In a fight with my girlfriend in a luncheonette where everybody stared at me in such a way that I had to leave it.,2
3698,anger,After having quarelled with a relative of mine about politics.,2
3699,shame,NO RESPONSE.,0
3700,disgust,The transport to pick us up for lunch was always late and the driver made the same excuse every day.,1
3701,anger,Two years back someone invited me to be the tutor of her grand-daughter.  The grand-daughter asked me some questions in mathematics so I taught her.  However she did not listen to me and this made me feel unhappy.  The second year it was the same.  When I entered university the girl's parents suggested that I be employed as their daghters tutor.  They told me that at university  there was no homework and I would have a lot of time so they made a time-table  for me which required me to be the tutor five days a week.  They did not respect me and anyway I had another child to teach.,2
3702,fear,Was nearly knocked down by a car.,1
3703,shame,"I had written a ""love-letter"" to a class-mate of mine, this was meant to be a joke.  Unfortunately it fell in the wrong hands  and I had to face the consequences.",2
3704,joy,"One night, at a friend's place I realized that I had everything I most wished, around me.",2
3705,sadness,My sister was in coma for 3 months (due to a train accident). Now her brainfunctions are disturbed. She will never be able to walk and she can hardly talk.,1
3706,disgust,When a girl I knew aborted and threw the seven month foetus in a man-hole.,0
3707,fear,No really strong such emotion. Just falling off to sleep when I caught sight of a 5 cm diameter spider crawling onto the pillow beside me.,0
3708,guilt,When I was a child I often quarrelled with my younger sister. Once I became so angry that I slapped her in the face. She cried and shouted so that my mother came in and scolded me.,1
3709,joy,I received a letter from a friend whom I was missing,2
3710,shame,"A day I was with my boyfriend and a couple of friends in a bar, and he said something that I didn't like (I don't remember what). Without thinking I slept him in his back, getting ashamed and sorry just after.",2
3711,fear,Finding out that a boy I do not like is in love with me.,2
3712,shame,I was wearing a short skirt one day and someone told me my underwear was showing.,2
3713,disgust,My flatmate and close friend living and sleeping with another close friend of mine.,0
3714,anger,Someone told me that I was chosen for English lectures because the class leader is going out with me (not true).,1
3715,joy,I felt this emotion when my name was announced on the radio that I had been selected to come to Lilongwe School for Health Sciences to take a training course as a Medical Assistat.,0
3716,fear,I do not recall being scared in the near past.,1
3717,anger,Physically fighting with my girlfriend because she just walked out of a room of my friends and had pushed and cursed at me when I went to find her.,2
3718,guilt,When I was caught sneaking back into the house at night after having  gone to a disco without permission.,2
3719,joy,When I passed the driving test after three failures.,1
3720,joy,When I received a beautiful birthday gift form my parents.,0
3721,joy,"After my marriage I received the B.Sc results by post, I was very happy to learn that I had got very good marks - first class.",0
3722,disgust,I went to spend a night with a relative of mine and there I found that the bed had been wet the previous night.,2
3723,guilt,"I am the secretary of an association, and during the last meeting I forgot to take the minutes.",1
3724,anger,I was watching TV with a friend. After the first film I wanted to watch another film on the same channel. My friend switched over to the other cannel without asking me what I wanted.,2
3725,guilt,I forgot my mother's and sister's birthdays (they fall on the same day).,2
3726,fear,When I was treated improperly by someone.,2
3727,fear,When someone close to me is travelling by car and is delayed.,0
3728,sadness,When my mother died.,1
3729,sadness,"My boyfriend with whom I had a longlasting relationship, fell in love with another girl, then he asked me something which implied that he loved that girl more than he loved me.",0
3730,joy,When I drove partially across the country with my father. We stopped in a few towns and stayed overnight in motels. The joy I got was from the feedom I felt and the real beauty of the country.,0
3731,fear,When I was in a car with my parents and friends and we had to back up (reverse) pass a river which when I recall it (I was only about 5 yrs) seemed we were going to fall in and drown.,2
3732,guilt,"I entered the hostel this year.  My mother was ill and could not move and needed people to look after her.  Every week I left home to go back to school, I felt guilty.",1
3733,disgust,We were at a hamburger bar and a man at a table nearby started coughing and spitting into his plate.,1
3734,fear,Finding out the great difference between China and the West in science.,0
3735,fear,"Once, when I was ten, I could not remember why my mother was so angry.  She fainted suddenly and I was very scared as I did not know what to do .",1
3736,sadness,I had a girlfriend who lived several kilometers away from my home. One day she wrote me that she'd visit me. On her way she had a car accident and was badly injured. I was very sorry to see her lying in a bed in the hospital.,1
3737,disgust,Not applicable.,1
3738,joy,When I was at a party I met an old friend from an adult education course.  We had not met for 2 years but had both thought a lot about each other.  A wonderful experience.,2
3739,guilt,I knew I had to take an exam very soon but yet I couldn't start studying. I also knew it was very imprtant to succeed the exam this time.,0
3740,guilt,While playing basketball I broke a team member's spectacles.  His face was injured by the  pieces of glass.  It was not serious but I felt guilty and blamed myself for being too careless and vigorous in my game.,1
3741,sadness,"It was a complex situation concerning a relationship with a boyfriend, I had broken the relationship for some reasons. Meanwhile, as I felt it, I had most sorrow.",2
3742,fear,Not included on questionnaire.,1
3743,fear,"I was walking alone in the street late at night (2.30 am). It was very quiet. Then a man approached me and said ""Hello"".",2
3744,anger,I wrote an Exam and happened to have not done as well as I thought I would. I was angry to myself for not having done so well.,1
3745,fear,"I was physically assaulted and sexually abused about a year ago. Just the feeling that I might not get away intact, or even alive, produced fear.",1
3746,guilt,"When I secretly tried smoking for the first time, being 12 years old.",0
3747,anger,"My mother was ill and asked me to prpare our lunch. I went to do it, and while I was working, she stayed behind me telling what I had, or not to do. I asked her to stop meddling, and to go to bed. When I went to ask for help to my sister, my mother said that I was proud, that I asked for help only when I wanted and that I wasn't able to cook by myself.",2
3748,shame,Some days ago I had a car accident. It was quite slight but through my fault. I felt strong shame because I had the spirits of a good driver.,1
3749,guilt,I promised to fulfill an errand. Later I understood it was impracticable. The explanation I gave was accompanied by a sense of guilt.,1
3750,disgust,I lived together with my boyfriend. One night he stayed away and next day he told me that he had chat up with another girl.,0
3751,shame,When I don't succeed to fulfill a promise.,0
3752,joy,A friend I had missed very much came to see me unexpectedly.,0
3753,joy,I was very happy when I got an attractive Summer job.,0
3754,anger,Brother provoked anger. It was when mother and father were away and we had to look after ourselves. He accused me of being selfish and a snob.,2
3755,fear,After having slept for a short time I woke up - I had the feeling of someone standing beside me and was very frightened. I had to turn on the light turn on the light for several minutes before I was able to get to sleep again.,2
3756,disgust,Helping older people on the toilet.,2
3757,fear,Whenever I think of enrolling in Organic Chemistry.,0
3758,fear,When I was walking on a fairly out-of-the-way street.,1
3759,sadness,"Departure of a very close friend - for a long stay overseas, sharing in the sorrow of her parents who were left behind.",1
3760,disgust,"When, for example, someone is calumnating.",2
3761,anger,Insulted by other people in the shop.,1
3762,joy,I received an unexpected B+ on an engineering midterm. I did not study nearly as much as I should have and it was a difficult test.,1
3763,shame,"My mother had just been teaching me how to crochet, which is thought highly improper for a boy in a town.  Just when we finished, a neighbour walked in.",0
3764,guilt,"I had to call somebody between 12 and 12:30. As I had no possibility to call him at this time, I did not do it until 3 p.m.",1
3765,disgust,"This happened when I could not get into the school I had initially wanted, and ended up doing something I had never thought I would do.",1
3766,joy,Talking with someone I admire a lot.,0
3767,sadness,When my grandmother died of cancer.,1
3768,anger,When I was pointed out as a problem child in primary school and my mother took the teacher's point of view.,2
3769,guilt,Beating my brother up.,0
3770,joy,It was the first time I met him (my boyfriend Mr.W).  It was during the first term Summer vacations.  We met each other while handing in our homework.  He invited me have a trip with him and we were together till 8 P.M.,2
3771,shame,As a kid my mother caught me stealing sugar and giving it to a neighbour.,2
3772,anger,Without the employer's knowledge and even without any communication their bank accounts were changed and their personal accounts closed.,0
3773,fear,"When at school, I threw a duster at another child and hit him in the head. The blow caused a flesh wound and I was afraid of what would happen to me when the teacher found out the circumstances.",1
3774,anger,"My superior blamed me for some neglects at work in front of others.  In fact, the task in question was not supposed to be done by me.",1
3775,fear,"I had this experience of fear when few people were fighting at a social one night, which one of my relative was involved. My fear was greatly for him because he was being assaulted badly.",1
3776,shame,Lying to my cousin about the form five examination fees.,0
3777,anger,People not resprcting my opinion.,1
3778,shame,I feel shy to show all my worth when I work for the first time with a conductor or a producer unfamiliar to me.,0
